"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","G06A...População.urbana.residente.do.s..município.s..com.abastecimento.de.água..Habitantes.","G06B...População.urbana.residente.do.s..município.s..com.esgotamento.sanitário..Habitantes.","G12A...População.total.residente.do.s..município.s..com.abastecimento.de.água..segundo.o.IBGE..Habitantes.","G12B...População.total.residente.do.s..município.s..com.esgotamento.sanitário..segundo.o.IBGE..Habitantes.","GE008...Quantidade.de.Sedes.municipais.atendidas.com.abastecimento.de.água..Sedes.","GE009...Quantidade.de.Sedes.municipais.atendidas.com.esgotamento.sanitário..Sedes.","GE010...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.abastecimento.de.água..Localidades.","GE011...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.esgotamento.sanitário..Localidades.","POP_TOT...População.total.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes."
"293190","Tucano","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29319040] PREFEITURA MUNICIPAL DE TUCANO - BA","Água e Esgoto; Res Sólidos","23513","23513","56131","56131","1","1","1","0","56131","23513"
"293190","Tucano","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","21958",,"52418",,"1",,"1",,"52418","21958"
"293190","Tucano","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","18597",,"50948",,"1",,"0",,"50948","18597"
"293190","Tucano","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","23365","23365","55777","55777","1","1","1","0","55777","23365"
"293190","Tucano","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","20274",,"49972",,"1",,"1",,"49972","20274"
"293190","Tucano","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","19408",,"53170",,"1",,"0",,"53170","19408"
"293190","Tucano","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29319040] PREFEITURA MUNICIPAL DE TUCANO - BA","Água e Esgoto; Res Sólidos","22090","22090","52734","52734","1","1","1","0","52734","22090"
"293190","Tucano","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","18774",,"51432",,"1",,"0",,"51432","18774"
"293190","Tucano","BA","1996","","",,,,,,,,,"44333","11136"
"293190","Tucano","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","19761",,"54137",,"1",,"0",,"54137","19761"
"293190","Tucano","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","18930",,"51859",,"1",,"0",,"51859","18930"
"293190","Tucano","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","19774",,"48740",,"1",,"2",,"48740","19774"
"293190","Tucano","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","20215",,"49827",,"1",,"1",,"49827","20215"
"293190","Tucano","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","19084",,"52282",,"1",,,,"52282","19084"
"293190","Tucano","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10490",,"41760",,"1",,"0",,"41760","10490"
"293190","Tucano","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10693",,"42568",,"1",,"0",,"42568","10693"
"293200","Uauá","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9796",,"26501",,"1",,,,"26501","9796"
"293200","Uauá","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9608",,"25993",,"1",,"0",,"25993","9608"
"293200","Uauá","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10761",,"24294",,"1",,"2",,"24294","10761"
"293200","Uauá","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9990",,"27027",,"1",,"0",,"27027","9990"
"293200","Uauá","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9736",,"26340",,"1",,"0",,"26340","9736"
"293200","Uauá","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10057",,"27208",,"1",,"0",,"27208","10057"
"293200","Uauá","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9677",,"26180",,"1",,"0",,"26180","9677"
"293200","Uauá","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11153",,"25178",,"1",,"3",,"25178","11153"
"293200","Uauá","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9921",,"26840",,"1",,"0",,"26840","9921"
"293200","Uauá","BA","1996","","",,,,,,,,,"24035","8181"
"293200","Uauá","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10317",,"25257",,"1",,"2",,"25257","10317"
"293200","Uauá","BA","1997","","",,,,,,,,,"23963","8156"
"293200","Uauá","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10637",,"24015",,"1",,"3",,"24015","10637"
"293200","Uauá","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10277",,"25159",,"1",,"2",,"25159","10277"
"293200","Uauá","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8115",,"23841",,"1",,"0",,"23841","8115"
"293200","Uauá","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10074",,"24662",,"1",,"0",,"24662","10074"
"293200","Uauá","BA","1995","","",,,,,,,,,"25880","8809"
"293200","Uauá","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11112",,"25087",,"1",,"3",,"25087","11112"
"293200","Uauá","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8136",,"23902",,"1",,"0",,"23902","8136"
"293200","Uauá","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11195",,"25274",,"1",,"3",,"25274","11195"
"293200","Uauá","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","10698",,"24152",,"1",,"2",,"24152","10698"
"293210","Ubaíra","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","7949","7949","20437","20437","1","1","0","0","20437","7949"
"293210","Ubaíra","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","9253","9253","20714","20714","1","1","0","0","20714","9253"
"293210","Ubaíra","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA","Água e Esgoto; Res Sólidos","9278","9278","20770","20770","1","1","0","0","20770","9278"
"293210","Ubaíra","BA","1995","","",,,,,,,,,"21441","6382"
"293210","Ubaíra","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","8516","8516","20708","20708","1","1","0","0","20708","8516"
"293210","Ubaíra","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8579",,"28821",,"1",,"0",,"28821","8579"
"293210","Ubaíra","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","8822","8822","19750","19750","1","1","0","0","19750","8822"
"293210","Ubaíra","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","8812","8812","21428","21428","1","1","0","0","21428","8812"
"293210","Ubaíra","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","8787","8787","21368","21368","1","1","0","0","21368","8787"
"293210","Ubaíra","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7984",,"20529",,"1",,"0",,"20529","7984"
"293210","Ubaíra","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7958",,"20461",,"1",,"0",,"20461","7958"
"293210","Ubaíra","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA","Água e Esgoto; Res Sólidos","9781","9781","21897","21897","1","1","0","0","21897","9781"
"293210","Ubaíra","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","8010","8010","20595","20595","1","1","0","0","20595","8010"
"293210","Ubaíra","BA","1997","","",,,,,,,,,"27790","8272"
"293210","Ubaíra","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","8812","8812","19728","19728","1","1","0","0","19728","8812"
"293210","Ubaíra","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8885",,"29852",,"1",,"0",,"29852","8885"
"293210","Ubaíra","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7967",,"20485",,"1",,"0",,"20485","7967"
"293210","Ubaíra","BA","1996","","",,,,,,,,,"26568","7908"
"293210","Ubaíra","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA","Água e Esgoto; Res Sólidos","9283","9283","20782","20782","1","1","0","0","20782","9283"
"293210","Ubaíra","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7992",,"20550",,"1",,"0",,"20550","7992"
"293210","Ubaíra","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7992",,"20549",,"1",,"0",,"20549","7992"
"293240","Uibaí","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos","8834",,"14483",,"1",,"7",,"14483","8834"
"293240","Uibaí","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7994",,"13811",,"1",,"0",,"13811","7994"
"293240","Uibaí","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos","8806",,"14436",,"1",,"7",,"14436","8806"
"293240","Uibaí","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos","8820",,"14460",,"1",,"7",,"14460","8820"
"293240","Uibaí","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7959",,"13751",,"1",,"0",,"13751","7959"
"293240","Uibaí","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8316",,"13634",,"1",,"5",,"13634","8316"
"293240","Uibaí","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8353",,"14203",,"1",,"4",,"14203","8353"
"293240","Uibaí","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8327",,"14160",,"1",,"4",,"14160","8327"
"293240","Uibaí","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7977",,"13782",,"1",,"0",,"13782","7977"
"293240","Uibaí","BA","1998","","",,,,,,,,,"13240","7069"
"293240","Uibaí","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8068",,"13719",,"1",,"9",,"13719","8068"
"293240","Uibaí","BA","1997","","",,,,,,,,,"13286","7094"
"293240","Uibaí","BA","1996","","",,,,,,,,,"13341","7123"
"293240","Uibaí","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos","8321",,"13642",,"1",,"7",,"13642","8321"
"293240","Uibaí","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7928",,"13697",,"1",,,,"13697","7928"
"293240","Uibaí","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7880",,"13614",,"1",,"0",,"13614","7880"
"293240","Uibaí","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos","8311",,"13625",,"1",,"4",,"13625","8311"
"293240","Uibaí","BA","1995","","",,,,,,,,,"14443","7711"
"293240","Uibaí","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7899",,"13646",,"1",,"0",,"13646","7899"
"293240","Uibaí","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7045",,"13194",,"1",,"0",,"13194","7045"
"293240","Uibaí","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7912",,"13670",,"1",,"0",,"13670","7912"
"293245","Umburanas","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7399",,"16081",,"1",,"0",,"16081","7399"
"293245","Umburanas","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7607",,"17220",,"1",,"0",,"17220","7607"
"293245","Umburanas","BA","2003","","",,,,,,,,,"14941","6536"
"293245","Umburanas","BA","1998","","",,,,,,,,,"16964","6566"
"293245","Umburanas","BA","2002","","",,,,,,,,,"14687","6425"
"293245","Umburanas","BA","1995","","",,,,,,,,,"12851","4974"
"293245","Umburanas","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324540] prefeitura - pmu","Água; Res Sólidos","7701",,"17432",,"1",,"0",,"17432","7701"
"293245","Umburanas","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8418",,"19055",,"1",,"0",,"19055","8418"
"293245","Umburanas","BA","2004","","",,,,,,,,,"15474","6770"
"293245","Umburanas","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7866",,"17096",,"1",,"0",,"17096","7866"
"293245","Umburanas","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6899",,"15769",,"1",,"0",,"15769","6899"
"293245","Umburanas","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7024",,"16055",,"1",,"0",,"16055","7024"
"293245","Umburanas","BA","1997","","",,,,,,,,,"16357","6331"
"293245","Umburanas","BA","1999","","",,,,,,,,,"17570","6801"
"293245","Umburanas","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7745",,"16834",,"1",,"0",,"16834","7745"
"293245","Umburanas","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","8232",,"18635",,"1",,"0",,"18635","8232"
"293245","Umburanas","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324540] prefeitura - pmu","Água; Res Sólidos","8328",,"18851",,"1",,"0",,"18851","8328"
"293245","Umburanas","BA","2001","","",,,,,,,,,"14456","6324"
"293245","Umburanas","BA","2000","","",,,,,,,,,"14140","6186"
"293245","Umburanas","BA","1996","","",,,,,,,,,"15638","6053"
"293245","Umburanas","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7510",,"17000",,"1",,"0",,"17000","7510"
"293260","Urandi","BA","1997","","",,,,,,,,,"17676","4708"
"293260","Urandi","BA","2005","","",,,,,,,,,"16140","4749"
"293260","Urandi","BA","1998","","",,,,,,,,,"17866","4759"
"293260","Urandi","BA","2000","","",,,,,,,,,"16076","4730"
"293260","Urandi","BA","1996","","",,,,,,,,,"17450","4648"
"293260","Urandi","BA","2013","[29326040] Prefeitura Municipal de Urandi - PMU","Res Sólidos",,,,,,,,,"17239","6218"
"293260","Urandi","BA","2010","[29326011] Prefeitura Municipal de Urandi - PMU","Água","5939",,"16466",,"1",,"0",,"16466","5939"
"293260","Urandi","BA","2001","","",,,,,,,,,"16082","4732"
"293260","Urandi","BA","1995","","",,,,,,,,,"16944","4513"
"293260","Urandi","BA","2015","[29326040] Prefeitura Municipal de Urandi - PMU","Res Sólidos",,,,,,,,,"17301","6240"
"293260","Urandi","BA","2011","[29326011] Prefeitura Municipal de Urandi - PMU","Água","5944",,"16480",,"1",,"0",,"16480","5944"
"293260","Urandi","BA","2008","","",,,,,,,,,"16282","5632"
"293260","Urandi","BA","2014","[29326040] Prefeitura Municipal de Urandi - PMU","Res Sólidos",,,,,,,,,"17270","6229"
"293260","Urandi","BA","2012","","",,,,,,,,,"16493","5949"
"293260","Urandi","BA","2003","","",,,,,,,,,"16107","4739"
"293260","Urandi","BA","2004","","",,,,,,,,,"16128","4745"
"293260","Urandi","BA","2007","","",,,,,,,,,"15822","5473"
"293260","Urandi","BA","2002","","",,,,,,,,,"16097","4736"
"293260","Urandi","BA","1999","","",,,,,,,,,"18057","4810"
"293260","Urandi","BA","2009","[29326011] Prefeitura Municipal de Urandi - PMU","Água","5635",,"16289",,"1",,"0",,"16289","5635"
"293260","Urandi","BA","2006","","",,,,,,,,,"16151","4752"
"293280","Utinga","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11510",,"16945",,"1",,"0",,"16945","11510"
"293280","Utinga","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11416",,"16807",,"1",,"0",,"16807","11416"
"293280","Utinga","BA","1996","","",,,,,,,,,"17975","11006"
"293280","Utinga","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11439",,"16840",,"1",,"0",,"16840","11439"
"293280","Utinga","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11472",,"16889",,"1",,"0",,"16889","11472"
"293280","Utinga","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos","13811",,"19593",,"1",,"0",,"19593","13811"
"293280","Utinga","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","13632",,"20132",,"1",,"0",,"20132","13632"
"293280","Utinga","BA","1997","","",,,,,,,,,"18208","11149"
"293280","Utinga","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11389",,"18600",,"1",,"0",,"18600","11389"
"293280","Utinga","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos","12810",,"18173",,"1",,"0",,"18173","12810"
"293280","Utinga","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11404",,"16789",,"1",,"0",,"16789","11404"
"293280","Utinga","BA","1995","","",,,,,,,,,"18809","11517"
"293280","Utinga","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11269",,"18404",,"1",,"0",,"18404","11269"
"293280","Utinga","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11450",,"16856",,"1",,"0",,"16856","11450"
"293280","Utinga","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos","13738",,"19490",,"1",,"0",,"19490","13738"
"293280","Utinga","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos","13846",,"20448",,"1",,"0",,"20448","13846"
"293280","Utinga","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","13021",,"19229",,"1",,"0",,"19229","13021"
"293280","Utinga","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","12947",,"18367",,"1",,"0",,"18367","12947"
"293280","Utinga","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos","12880",,"18272",,"1",,"0",,"18272","12880"
"293280","Utinga","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11393",,"16772",,"1",,"0",,"16772","11393"
"293280","Utinga","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos","13757",,"19516",,"1",,"0",,"19516","13757"
"293300","Valente","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","12024",,"22489",,"1",,"6",,"22489","12024"
"293300","Valente","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9846",,"19820",,"1",,"0",,"19820","9846"
"293300","Valente","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11502",,"21512",,"1",,"32",,"21512","11502"
"293300","Valente","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7353",,"17571",,"1",,"0",,"17571","7353"
"293300","Valente","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9649",,"19422",,"1",,"0",,"19422","9649"
"293300","Valente","BA","1995","","",,,,,,,,,"18372","7688"
"293300","Valente","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9712",,"19550",,"1",,,,"19550","9712"
"293300","Valente","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29330040] Prefeitura Municipal de Valente - pmv","Água; Res Sólidos","15324",,"27906",,"1",,"8",,"27906","15324"
"293300","Valente","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","11921",,"22295",,"1",,"6",,"22295","11921"
"293300","Valente","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9582",,"19288",,"1",,"0",,"19288","9582"
"293300","Valente","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","13706",,"24958",,"1",,"8",,"24958","13706"
"293300","Valente","BA","1996","","",,,,,,,,,"17714","7413"
"293300","Valente","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29330040] Prefeitura Municipal de Valente - pmv","Água; Res Sólidos","15126",,"27545",,"1",,"8",,"27545","15126"
"293300","Valente","BA","2013","[29330011] Prefeitura Municipal de Valente - PMV; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água","14916","14916","27162","27162","1","1","8","0","27162","14916"
"293300","Valente","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","13916",,"25342",,"1",,"8",,"25342","13916"
"293300","Valente","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","13487",,"24560",,"1",,"6",,"24560","13487"
"293300","Valente","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9920",,"19969",,"1",,"0",,"19969","9920"
"293300","Valente","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","7372",,"17616",,"1",,"0",,"17616","7372"
"293300","Valente","BA","1997","","",,,,,,,,,"17661","7391"
"293300","Valente","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9992",,"20114",,"1",,"0",,"20114","9992"
"293300","Valente","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","9511",,"19145",,"1",,"0",,"19145","9511"
"293305","Várzea da Roça","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5871",,"13690",,"1",,,,"13690","5871"
"293305","Várzea da Roça","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6907",,"14693",,"1",,"5",,"14693","6907"
"293305","Várzea da Roça","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5897",,"13749",,"1",,"0",,"13749","5897"
"293305","Várzea da Roça","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5864",,"13672",,"1",,"0",,"13672","5864"
"293305","Várzea da Roça","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5847",,"13633",,"1",,"0",,"13633","5847"
"293305","Várzea da Roça","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6493",,"13811",,"1",,"2",,"13811","6493"
"293305","Várzea da Roça","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6504",,"13834",,"1",,"5",,"13834","6504"
"293305","Várzea da Roça","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6602",,"15040",,"1",,"0",,"15040","6602"
"293305","Várzea da Roça","BA","1997","","",,,,,,,,,"14078","5186"
"293305","Várzea da Roça","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5854",,"13649",,"1",,"0",,"13649","5854"
"293305","Várzea da Roça","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6481",,"13786",,"1",,"0",,"13786","6481"
"293305","Várzea da Roça","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6660",,"15171",,"1",,"0",,"15171","6660"
"293305","Várzea da Roça","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5888",,"13728",,"1",,"0",,"13728","5888"
"293305","Várzea da Roça","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5905",,"13769",,"1",,"0",,"13769","5905"
"293305","Várzea da Roça","BA","1995","","",,,,,,,,,"13531","4984"
"293305","Várzea da Roça","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6356",,"14479",,"1",,"15",,"14479","6356"
"293305","Várzea da Roça","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6889",,"14654",,"1",,"5",,"14654","6889"
"293305","Várzea da Roça","BA","1996","","",,,,,,,,,"13894","5118"
"293305","Várzea da Roça","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","6924",,"14729",,"1",,"5",,"14729","6924"
"293305","Várzea da Roça","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5300",,"14389",,"1",,"0",,"14389","5300"
"293305","Várzea da Roça","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5243",,"14234",,"1",,"0",,"14234","5243"
"293310","Várzea do Poço","BA","1995","","",,,,,,,,,"9336","4288"
"293310","Várzea do Poço","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5810",,"8908",,"1",,"2",,"8908","5810"
"293310","Várzea do Poço","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","4719",,"7045",,"1",,"0",,"7045","4719"
"293310","Várzea do Poço","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331040] PREFEITURA MUNICIPAL DE VÁRZEA DO POÇO - PMVP","Água; Res Sólidos","6259",,"9364",,"1",,"2",,"9364","6259"
"293310","Várzea do Poço","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","5789",,"8661",,"1",,"2",,"8661","5789"
"293310","Várzea do Poço","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331040] PREFEITURA MUNICIPAL DE VÁRZEA DO POÇO - PMVP","Água; Res Sólidos","5865",,"8992",,"1",,"2",,"8992","5865"
