"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN014_RS...Taxa.de.cobertura.do.serviço.de.coleta.domiciliar.direta..porta.a.porta..da.população.urbana.do.município....","IN015_RS...Taxa.de.cobertura.do.serviço.de.coleta.de.rdo.em.relação.à.população.total.do.município....","IN016_RS...Taxa.de.cobertura.do.serviço.de.coleta.de.rdo.em.relação.à.população.urbana....","IN017_RS...Taxa.de.terceirização.do.serviço.de.coleta.de..rdo...rpu..em.relação.à.quantidade.coletada....","IN018_RS...Produtividade.média.dos.empregados.na.coleta..coletadores...motoristas..na.coleta..rdo...rpu..em.relação.à.massa.coletada..Kg.empreg.dia.","IN019_RS...Taxa.de.empregados..coletadores...motoristas..na.coleta..rdo...rpu..em.relação.à.população.urbana..empreg.1000.hab.","IN021_RS...Massa.coletada..rdo...rpu..per.capita.em.relação.à.população.urbana..Kg.hab.dia.","IN022_RS...Massa..rdo..coletada.per.capita.em.relação.à.população.atendida.com.serviço.de.coleta..Kg.hab.dia.","IN023_RS...Custo.unitário.médio.do.serviço.de.coleta..rdo...rpu...R..t.","IN024_RS...Incidência.do.custo.do.serviço.de.coleta..rdo...rpu..no.custo.total.do.manejo.de.rsu....","IN025_RS...Incidência.de..coletadores...motoristas..na.quantidade.total.de.empregados.no.manejo.de.rsu....","IN027_RS...Taxa.da.quantidade.total.coletada.de.resíduos.públicos..rpu..em.relação.à.quantidade.total.coletada.de.resíduos.sólidos.domésticos..rdo.....","IN028_RS...Massa.de.resíduos.domiciliares.e.públicos..rdo.rpu..coletada.per.capita.em.relação.à.população.total.atendida.pelo.serviço.de.coleta..Kg.habitante.dia."
"240725","Major Sales","RN","2006","","",,,,,,,,,,,,,
"240725","Major Sales","RN","2011","[24072511] Prefeitura Municipal de Major Sales - PMMS","Água",,,,,,,,,,,,,
"240725","Major Sales","RN","2014","[24072511] Prefeitura Municipal de Major Sales - PMMS","Água",,,,,,,,,,,,,
"240725","Major Sales","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240725","Major Sales","RN","2008","","",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","1997","","",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV","Água; Res Sólidos","100","100","100","0","1150.16","0.4","0.39",,"80.56","93.25","33.33",,"0.23"
"240730","Marcelino Vieira","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV","Água; Res Sólidos","100","100","100","0","1150.16","0.4","0.39",,"80.56","93.25","33.33",,"0.23"
"240730","Marcelino Vieira","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","1995","","",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","1996","","",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240730","Marcelino Vieira","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","1995","","",,,,,,,,,,,,,
"240740","Martins","RN","1997","","",,,,,,,,,,,,,
"240740","Martins","RN","1996","","",,,,,,,,,,,,,
"240740","Martins","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos",,"96.3","100",,,"1.99",,,,,"47.62",,
"240740","Martins","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos","100","68.92","100","0",,,"1.99",,,,,,"1.77"
"240740","Martins","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos",,"75.1","92.07","0",,,"0.49",,,,,,"0.4"
"240740","Martins","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos",,"88","100","0",,,"0.04",,,,,,"0.03"
"240740","Martins","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240740","Martins","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos","59","72.4","100","0","207.03","2.36","0.42",,"437.24","50","44.44",,"0.36"
"240760","Messias Targino","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","1995","","",,,,,,,,,,,,,
"240760","Messias Targino","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","1996","","",,,,,,,,,,,,,
"240760","Messias Targino","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24076040] SEC MUNICIPAL DE OBRAS E SERVIÇOS PUBLICOS - SMOSP","Água; Res Sólidos",,"99.1","100","100","385.94","2.72","0.9",,"96.85","33.8","30.3",,"0.79"
"240760","Messias Targino","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240760","Messias Targino","RN","1997","","",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","1995","","",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","1996","","",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24078040] Prefeitura Municipal Monte Alegre - PM","Água e Esgoto; Res Sólidos","100","100","100","0","4907.35","0.53","2.21",,,,"16.67",,"0.96"
"240780","Monte Alegre","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","1997","","",,,,,,,,,,,,,
"240780","Monte Alegre","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240780","Monte Alegre","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24078040] Prefeitura Municipal Monte Alegre - PM","Água e Esgoto; Res Sólidos","100","100","100","0","1488.39","3.13","4","1.25",,,"65.22","39.54","1.74"
"240790","Monte das Gameleiras","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2006","","",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","1997","","",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24079040] Prefeitura Municipal de Monte das Gameleiras/RN - PMMG","Água; Res Sólidos","99.77","58.51","100","0.7","303.51","2.34","0.61","0.42","282.11","53.46","30","42.08","0.59"
"240790","Monte das Gameleiras","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","1996","","",,,,,,,,,,,,,
"240790","Monte das Gameleiras","RN","1995","","",,,,,,,,,,,,,
"240800","Mossoró","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,,"104.18","0","1148.57","1.06","1.04","0.8",,,"39.03","25.25",
"240800","Mossoró","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,"96.7","95.31","35.65","7569.43","0.27","1.77","0.6","38.61","88.63","29.41","180.51","1.67"
"240800","Mossoró","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,,"100","52.24","4234.11","0.24","0.89",,"49.95","35.16","13.71",,
"240800","Mossoró","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240800","Mossoró","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,,"105.18",,,"0.69","1.05",,"22.55","30.21","25.95",,
"240800","Mossoró","RN","1995","","",,,,,,,,,,,,,
"240800","Mossoró","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,,"100","52.24","4234.11","0.25","0.92",,"41.17","33.46","13.71",,
"240800","Mossoró","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240800","Mossoró","RN","1996","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240800","Mossoró","RN","1997","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240800","Mossoró","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,,"78.26","79.84","1148.57","1.04","1.02",,,,"39.03",,
"240800","Mossoró","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240800","Mossoró","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos","100","91.31","100","100","6128.29","0.35","1.87","0.58","79.43",,"35.71","221.37","1.87"
"240800","Mossoró","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos","100","91.3","100","100","2106","0.33","0.6",,"96.88","24.15","24.39",,"0.6"
"240800","Mossoró","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240800","Mossoró","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos","100","91.31","100","100","6137.74","0.35","1.84","0.57","89.71","91.42","37.19","222.63","1.84"
"240800","Mossoró","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,"96.7","100","51.89","4372.82","0.24","0.89","0.84","50.31","35.16","13.83","0","0.84"
"240800","Mossoró","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,,"106.04","74.36","1059.06","0.87","0.79",,"40.04","28.83","43.94",,
"240800","Mossoró","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos","99.95","96.47","99.95","100","7488.68","0.35","2.23","0.49","59.09","50.48","42.92","334.69","2.11"
"240800","Mossoró","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,,"100","53.62","3045.6","0.89","2.33","1.43","40.89","66.12","42.26","53.85",
"240800","Mossoró","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",,"97.9","100","51.89","4164.55","0.25","0.9","0.84","50.32","35.16","13.83","0","0.84"
"240830","Nova Cruz","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","1996","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água; Res Sólidos",,"97.1","100",,,"2.74",,,,"75.95","100",,
"240830","Nova Cruz","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água e Esgoto; Res Sólidos","70.36","80.56","100","100","19169.33","0.2","3.21","2.28",,,"25","20","2.74"
"240830","Nova Cruz","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","1995","","",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água e Esgoto; Res Sólidos","73.96","85.57","89.53","100","1737.17","0.58","0.87","0.61","160.49","85.03","26.79","13.97","0.7"
"240830","Nova Cruz","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","1997","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240830","Nova Cruz","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água; Res Sólidos","36.7","89.5","100","0","850.02","1.43","1.04",,"53.79","82.34","67.31",,"0.8"
"240830","Nova Cruz","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água; Res Sólidos",,"100","100",,,"2.21",,,,,"63.53",,
"240840","Olho-D ÁGUA do Borges","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24084040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos",,,,"100",,,"1.73",,,,,,
"240840","Olho-D ÁGUA do Borges","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24084040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos","100","100","100","0",,"0","1","0.64",,,"0","17.66","0.75"
"240840","Olho-D ÁGUA do Borges","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","1995","","",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",,,,,,,,,,,,,
"240840","Olho-D ÁGUA do Borges","RN","1997","","",,,,,,,,,,,,,
